  Dados detalhados das AIH - por local internação - Pernambuco
Valor aprovado por Procedimento e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Procedimento";"1995/Ago";"1999/Ago";"2000/Jan";"2000/Set";"2001/Jan";"2002/Mar";"2003/Jan";"2005/Mai";"2006/Set";"2006/Dez";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"0303140054 TRATAMENTO DAS DOENCAS PULMONARES DEVIDO A AGENTES EXTERNOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;443,63;1769,36;449,99;-;-;334,87;-;-;1841,09;2009,00;1639,40;2081,21;-;867,31;844,98;607,18;422,49;430,01;1648,20;-;3687,30;852,50;519,09;422,49;1111,38;-;422,49;642,01;875,93;358,35;358,35;895,87;1526,28;1075,05;1589,74;1129,23;1910,35;366,09;352,08;377,70;1964,03;1133,10;-;1888,59;486,63;362,22;362,22;362,22;358,35;979,35;520,89;358,35;801,84;1265,83;1144,71;1407,09;1075,05;1182,32;358,35;2214,23;716,70;716,70;542,05;955,91;1347,10;342,53;716,70;1333,83;358,35;2079,28;1635,79;1888,50;1996,35;2150,10;697,90;1244,82;3043,48;1433,40;3803,31;5462,39;2866,80;2508,45;2866,80;6091,95;1791,75;4658,55;716,70;3583,50;2866,80;1075,05;2025,95;4773,37;4472,91;716,70;2073,51;358,35;928,27;1837,38;358,35;1791,75;950,74;3583,50;2508,45;1461,14;3753,27;2866,80;2833,97;2284,39;1433,40;1075,05;1422,95;2840,55;1723,14;358,35;517,49;1028,54;2421,89;358,35;3250,15;1080,39;1896,57;690,58;1255,85;1412,31;1732,55;1397,88;3317,75;3064,10;2071,75;1048,19;2277,50;879,39;1382,66;1687,93;2098,92;1043,71;2087,52;2094,14;3098,75;3571,65;3885,40;2849,12;1819,81;3463,65;2061,91;1073,23;1045,95;1030,28;358,35;504,23;891,12;1365,85;1021,59;1880,25;1188,31;1075,05;344,92;685,36;-;716,70;236037,74
"0303140062 TRATAMENTO DE CARDIOPATIA PULMONAR NAO ESPECIFICADA (COR PULMONALE)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;680,31;1735,20;4579,89;2772,32;2503,01;2806,56;3202,83;568,08;852,11;1365,25;568,08;4157,28;2327,50;-;1258,13;623,26;1854,18;623,26;601,45;603,37;1202,65;3515,17;2413,11;623,26;3402,75;1445,47;1900,74;3093,74;1241,00;2873,27;2232,46;934,89;3755,04;623,26;1273,61;1239,66;2181,41;2181,41;3082,57;1209,24;1265,87;616,40;1551,29;1225,96;1656,83;934,89;2489,28;-;3095,74;1645,22;2849,08;2516,45;1239,66;2914,96;3913,10;723,88;-;2241,68;3283,72;1893,00;1378,24;1862,92;3374,98;2921,00;2181,40;1239,66;1246,52;1604,59;1581,37;623,26;631,00;1862,92;1441,03;2496,77;2025,59;1620,95;623,26;1558,15;1229,39;2089,63;1346,50;2481,62;1239,66;4090,62;623,26;1223,68;646,48;-;625,69;934,89;616,40;2454,41;1246,52;1219,94;616,40;-;779,07;1509,58;623,26;-;1932,81;634,87;3452,59;1843,76;692,92;2727,89;-;-;2192,24;602,16;1226,63;3893,08;1702,08;1246,52;8955,85;3433,40;2166,03;3707,28;4355,96;5485,42;1246,90;600,42;2490,24;3025,65;904,20;-;616,40;1443,26;938,54;1415,39;623,26;600,73;-;-;1849,81;2884,75;2461,20;-;1235,10;1239,66;623,26;-;2578,15;2132,90;2752,69;623,26;3649,71;602,70;1448,86;-;1890,01;-;-;-;1371,17;1239,09;6034,93;-;623,26;627,13;-;-;266058,52
"0303140070 TRATAMENTO DE DOENCA DO OUVIDO EXTERNO MEDIO E DA MASTOIDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;412,17;803,53;1519,00;3015,92;3151,11;2807,04;2671,57;2278,30;2964,78;1919,79;2159,03;2330,28;2936,10;3538,93;2186,61;3075,79;4039,37;6379,64;3064,06;3794,66;2976,67;4347,29;1936,07;3699,81;2217,37;2273,11;3457,56;2455,59;3821,23;3031,08;3423,89;3311,47;2521,75;2465,04;2052,89;1807,35;3225,73;2471,55;2549,74;3107,93;1815,21;3917,86;4175,89;3139,65;3032,79;2368,93;2750,48;2069,79;1484,84;2012,86;1663,51;1642,76;2857,93;2087,08;2765,61;3505,82;1816,60;3735,10;2611,40;3290,98;2814,68;4617,01;2182,17;1901,39;3189,08;2978,03;2854,51;2912,74;2552,82;2594,28;3012,54;2917,39;2648,66;4041,26;3503,74;4292,33;4705,02;4002,08;3095,21;3647,64;1370,54;3271,32;4684,13;4161,71;4839,62;3784,84;4004,74;5510,72;3190,80;3971,96;3042,04;5107,35;4931,73;3852,03;5282,63;3950,18;2102,63;2596,37;3404,30;4519,51;2842,49;2805,02;3877,46;3758,92;3645,56;3859,60;4895,29;5055,89;4785,81;3786,06;2763,05;4436,96;3791,36;3210,33;3076,36;3240,01;5148,33;5112,74;6182,15;3037,61;4996,23;4268,75;4294,78;5455,07;3286,39;4791,91;4086,12;4105,74;4597,01;3614,42;3171,19;6421,94;3168,54;4599,51;5724,29;4612,08;4084,03;4673,20;6403,70;4460,87;5730,25;5121,06;3872,67;4414,52;4802,71;2821,06;4989,85;5791,50;6912,93;5350,85;2238,10;1745,44;3287,64;2356,51;4865,01;3430,91;3217,76;2040,88;1214,39;4254,18;2108,62;1224,37;558905,60
"0303140089 TRATAMENTO DE DOENCAS RESPIRATORIAS QUE AFETAM PRINCIPALMENTE O INTERSTICIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;416,33;416,33;520,41;1642,05;1769,40;2079,37;832,66;1423,14;2288,28;1146,69;1279,95;1388,65;3559,84;2796,23;2546,19;1478,19;7712,06;4643,48;1447,23;3293,02;5328,49;2341,10;2583,92;4795,37;4005,05;1346,61;914,12;3300,74;588,19;2487,15;1022,48;2537,85;2999,81;1919,30;1489,71;3434,21;1400,79;2867,28;2321,75;1346,61;2933,14;3957,40;2362,97;2916,13;1867,14;2046,04;1872,88;1458,82;1452,14;2944,75;1869,01;2762,88;3885,91;2391,39;2902,33;3338,46;2379,78;2454,55;5297,41;4013,85;2616,82;1915,43;1603,05;5497,48;5648,25;2222,20;6197,43;4239,90;6619,37;5044,94;6450,15;2890,15;2916,72;3146,08;3750,67;7475,78;5339,78;3894,70;1880,62;4186,19;2213,48;2515,23;5615,81;2842,19;4910,34;4497,53;2418,48;2336,21;3820,77;3163,44;4209,90;7094,41;3205,88;5324,13;4197,56;1451,10;4938,56;5708,75;6635,51;5616,31;3803,81;7397,28;4280,32;3577,10;4030,92;4380,37;5516,54;7486,97;5321,79;3297,08;4541,90;4450,58;9126,39;8491,10;8026,18;3736,14;6568,00;5647,42;7483,81;5208,87;4646,89;4529,51;4931,54;3170,17;2775,07;3539,10;3882,62;3846,26;10042,65;8067,86;6886,10;6714,05;8459,16;4453,18;7628,58;3491,12;6727,03;6196,34;4098,63;10545,48;3035,73;8104,51;8852,11;5991,24;5904,57;8529,73;8092,02;8031,47;7060,80;9603,64;7984,80;12921,92;8177,52;10971,28;11760,10;10296,49;5825,26;3417,42;4404,67;2821,86;2371,31;1784,02;696014,69
"0303140097 TRATAMENTO DE HEMORRAGIAS DAS VIAS RESPIRATORIAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189,23;489,65;378,46;1311,60;1480,44;1625,81;1471,21;2339,49;3048,20;3240,66;5252,98;4007,07;2124,54;4330,50;3481,22;3239,47;2733,55;1937,49;1165,28;3612,97;2612,88;4219,06;2198,11;2550,36;3271,17;2826,28;3443,35;2626,81;1387,97;3554,07;2215,20;3236,10;2129,34;1176,52;1816,86;2917,76;2685,03;2045,52;2292,36;1977,34;1136,09;1661,73;2080,52;1906,48;206,80;1400,46;1470,86;2373,20;2437,67;1358,06;2816,31;1032,04;666,84;1378,68;1544,79;2359,86;2388,18;2716,45;2562,87;2537,22;1147,08;916,69;2674,67;839,33;1102,96;574,01;2217,98;3025,25;840,49;811,05;422,89;2274,75;2698,54;1809,85;2797,98;1643,95;2681,36;1834,27;1676,16;2320,43;1528,94;2473,82;3064,20;1686,91;809,93;559,22;1052,57;1498,68;1311,60;3353,72;1038,64;1272,87;4268,86;1444,47;2735,59;1458,25;2386,71;1434,56;1610,66;636,56;701,41;437,96;1131,05;411,65;1379,65;1047,62;3124,36;1624,58;930,85;526,83;1800,09;1755,17;887,57;2082,78;3798,35;2619,67;3970,46;765,35;1910,78;915,84;1495,91;1148,37;1323,08;2434,19;1182,09;2107,25;2080,14;1346,55;3389,45;1328,64;1641,26;873,88;1601,98;668,59;2081,70;1338,01;2441,16;1257,91;1755,03;1410,37;940,32;1304,27;1096,25;1102,31;1246,38;1605,75;1212,18;1943,65;1847,88;3511,63;1692,22;789,04;1673,17;711,35;3030,87;2766,06;1815,19;1996,70;1456,68;1953,20;1557,25;175,89;304769,29
"0303140100 TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;486,03;2199,29;7948,31;7783,83;18815,85;19788,08;20667,43;24802,66;43693,89;46652,66;40873,27;35370,64;26650,74;32276,69;28487,38;27050,86;24010,04;25620,31;23168,28;32671,51;49089,98;64453,98;54653,17;35656,39;45614,86;33758,92;33638,74;32305,73;34010,83;23130,20;23154,51;40985,77;38334,23;38233,20;38194,48;31023,23;39204,40;30223,94;28410,09;30584,86;31179,87;34145,35;28504,64;46654,23;49452,52;42741,94;38735,37;23524,02;23280,14;24823,97;27429,04;27632,77;26672,55;24121,49;27765,39;37830,56;30635,85;31642,18;30841,91;25516,74;27251,24;22770,74;22326,45;21261,96;20208,93;15231,62;12684,26;22953,15;26695,62;28851,69;23513,97;22845,02;17120,67;22511,26;24166,37;20818,04;19171,16;15852,69;12507,86;19220,26;22725,37;23863,11;19019,00;16157,52;20911,38;20127,63;18923,23;17020,59;13992,56;12750,68;10986,16;19397,68;22025,41;20832,21;22598,40;16246,34;11434,18;11571,14;15116,19;8144,08;12570,98;9710,57;12138,92;11988,22;15382,61;14631,01;14989,99;14963,37;11433,68;8647,51;10546,22;13587,77;10277,44;12638,07;11188,37;15363,92;20024,49;25053,55;20845,29;17493,56;17574,97;14490,88;15794,07;17325,92;16709,40;17177,44;12527,94;17272,46;24281,33;25774,90;14519,50;17498,89;21961,01;14414,96;19283,20;18447,76;14672,60;18335,30;16218,08;21665,90;25282,85;25518,07;20307,50;21512,81;26426,59;19406,86;23220,68;23057,19;21867,33;15446,69;18457,35;20918,98;11785,37;10647,41;10320,80;10512,10;9576,17;9910,66;9329,39;6750,00;7568,18;6476,56;9008,13;6849,67;3638195,00
"0303140119 TRATAMENTO DE OUTRAS DOENCAS DA PLEURA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;466,14;-;1020,41;2714,74;4266,15;2847,98;1243,06;4655,64;4018,09;1048,83;1742,20;1269,95;2352,03;3450,31;4502,43;8384,55;2939,15;4595,12;6854,54;6374,31;3770,69;3952,09;11537,65;5787,54;5502,31;9443,64;9835,14;5928,08;6147,62;9658,09;4979,39;4742,63;10615,88;5740,78;10004,54;7218,75;8932,18;5793,85;9467,85;6931,52;4792,30;8514,43;4725,93;8605,82;4511,95;5365,83;6234,43;6392,13;7770,10;4487,38;7890,40;7527,08;5080,56;8855,76;8605,90;8187,59;6370,30;5915,48;8098,46;4002,49;8092,34;7083,57;7590,31;3192,60;4046,77;5866,39;4474,39;4843,32;5885,98;7018,33;13078,55;6687,79;6858,32;9060,49;10714,15;11347,77;6064,26;7188,87;5747,82;5352,58;3453,13;9194,31;6969,14;8034,58;7148,82;7090,69;8061,84;7695,18;7097,51;4728,39;5405,27;3061,98;4148,28;5022,34;4543,30;6215,52;2476,22;5724,28;3769,56;4324,70;6290,44;5494,22;3817,83;3214,97;7740,58;3779,43;4809,31;7391,35;4270,68;7798,62;4994,20;5430,52;3791,55;5883,16;7053,77;5975,10;2476,61;5553,02;7636,23;6591,28;7465,91;5207,70;6181,01;3820,91;6334,90;5549,55;6122,96;4673,39;8137,51;5739,07;4973,11;7125,02;8880,59;5175,64;7351,41;7762,03;7886,85;6626,66;4817,02;12157,21;7857,07;8269,04;6604,30;3917,72;6088,46;8556,52;3430,19;8031,96;5617,82;4361,71;3880,70;2977,67;1864,74;3774,35;4408,08;4108,27;4042,39;3887,90;4853,84;5141,16;1297,49;3390,09;945372,60
"0303140127 TRATAMENTO DE OUTRAS DOENCAS DAS VIAS AEREAS SUPERIORES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;176,98;573,51;936,35;2957,24;5584,27;8961,19;5091,11;6878,52;7879,66;6445,50;6454,28;6621,13;5958,92;6606,27;8345,97;7346,24;6634,09;5723,54;6803,20;6745,67;5300,76;2936,09;4645,72;4822,25;6609,07;7001,82;8221,48;7912,02;9334,02;8191,53;7456,07;9444,47;8109,62;7948,34;8730,23;6165,85;6827,43;6088,95;8427,47;9184,32;8838,73;11944,14;7498,94;8635,56;8125,76;8987,43;9770,90;9542,69;11382,41;7437,75;8296,52;9067,73;9500,20;9206,32;9087,40;8573,84;8307,59;10161,33;7362,48;7069,52;6977,85;8968,02;5437,29;8187,30;8891,58;5714,24;5788,98;5704,28;9455,76;9166,87;6299,98;8855,65;7818,24;7789,11;9697,81;9057,07;8214,51;8866,12;5760,70;8672,84;8784,90;6730,41;9323,96;5717,17;7887,60;7646,83;8960,88;8143,02;6978,24;7898,29;5722,01;8520,51;5534,24;5026,64;6702,99;5710,47;5276,43;5959,54;7109,18;4902,11;4655,05;3611,47;3912,00;4474,51;3051,00;3291,58;2771,40;3428,22;5112,03;5494,78;8744,50;4089,80;2502,43;5674,74;3921,38;3247,26;3669,71;2444,47;4382,82;4225,97;4435,51;3567,27;5724,63;5505,39;6128,64;4083,54;2500,65;2634,09;4046,08;4922,79;6364,02;3870,38;4337,10;3465,96;5046,36;4606,68;3065,07;4414,76;2504,37;3631,04;3357,88;3108,91;2252,86;3361,26;2953,95;3049,23;4694,72;3861,46;4832,59;3675,47;2044,08;4074,66;1356,42;820,87;670,39;537,30;1838,97;2873,48;2448,42;1616,24;1205,79;1152,14;974,05;185,83;953244,43
"0303140135 TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;572,46;1509,34;-;9495,34;15175,67;44844,36;67963,92;57254,79;56179,55;68222,01;79584,60;76435,58;83213,38;71383,10;69165,41;56968,07;61824,28;58523,44;53478,26;47443,63;54760,05;87137,76;92357,95;73453,21;71719,88;67970,71;68823,97;73584,66;54683,38;74668,81;87259,34;60406,53;75720,64;68786,35;69000,25;65061,30;58839,66;79281,50;67769,36;80967,10;85687,95;70709,63;84038,34;93058,88;115520,09;96226,10;92506,89;77312,83;97756,97;108498,63;102950,62;120853,71;141815,30;127124,98;116705,47;139695,52;152685,88;143485,31;125812,33;121631,91;125131,09;144144,47;123019,26;132889,11;139368,48;153976,88;145015,53;146063,92;165149,12;150883,50;194181,33;164766,54;185914,47;175362,70;146621,00;156192,28;167810,44;163303,65;160008,38;123112,15;161079,80;155703,24;179311,66;203103,49;180110,60;170173,08;174358,78;161022,96;139319,92;115850,39;133996,10;123363,63;148961,68;174796,15;187941,89;198850,69;192371,88;164633,14;157694,88;141000,95;130767,65;138567,33;135202,26;118056,66;140793,13;150994,10;144735,22;137174,41;141836,67;153436,90;135583,97;126797,26;124614,91;122607,39;119335,88;120613,10;149930,82;161141,40;155809,46;151902,12;146057,91;145651,99;146606,95;130549,14;140752,98;129772,46;110752,45;109235,82;128800,08;149491,56;183390,93;174215,12;189776,74;158320,17;171422,31;179303,94;181129,50;179381,24;141839,59;165826,31;240812,78;225446,32;211393,73;223951,61;218704,14;223203,85;214166,45;204215,54;203465,31;182454,97;195828,47;179202,85;235296,22;248321,00;363820,17;212459,21;163520,58;186111,74;175583,26;166730,85;176600,10;138151,55;155873,18;146919,40;150097,46;21816634,72
"0303140143 TRATAMENTO DE OUTRAS INFECCOES AGUDAS DAS VIAS AEREAS INFERIORES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;178,22;356,44;1621,67;3777,92;11177,96;12630,24;11133,76;16605,62;30115,02;67503,30;57078,12;38689,29;26705,30;24507,04;24320,40;25562,34;19804,94;14443,39;12156,97;24233,07;56459,44;95917,44;79998,50;32246,15;26609,60;22349,47;29328,80;26210,39;20165,31;18466,66;22188,24;32539,60;46184,90;65299,29;63433,13;40587,78;28343,26;23600,95;25312,32;27139,93;24208,78;28790,83;20348,09;56533,82;91926,55;111592,78;61120,82;23290,97;27034,04;25108,49;33190,76;35826,31;24714,09;20461,55;28694,70;38199,41;40169,10;52428,73;77590,42;73348,43;64309,94;54299,75;43751,26;49824,58;49360,24;70709,66;74473,68;94373,49;75605,28;57881,35;44865,95;42591,81;46109,24;48514,59;40658,37;31814,34;24410,63;23177,68;22610,48;28218,98;50229,86;98231,21;88801,95;47453,00;39697,93;28714,14;34084,14;40115,11;35080,25;29641,19;21819,52;44130,23;72876,58;90309,70;63692,13;54897,17;29645,96;22659,13;30903,69;24009,61;21521,59;16718,70;15093,75;31418,46;45960,14;87985,50;87467,39;56633,71;40105,69;29369,15;31815,17;31777,39;23135,92;20847,51;21902,56;41592,21;90844,34;97914,26;69448,46;40254,97;42769,42;36520,22;36886,34;34994,69;26170,26;18733,59;13409,70;28592,96;39492,45;55323,24;72038,75;57281,74;43659,44;34632,92;35435,10;26992,39;33455,82;36096,18;46759,37;77681,85;82216,52;61869,56;32551,94;30361,32;33352,07;37150,71;35962,24;36206,32;31432,42;19254,68;19758,48;20066,83;11410,65;6355,67;6532,97;13068,36;14641,34;16400,35;14977,28;15238,09;11131,72;14133,97;17760,86;19576,61;6334258,90
"0303140151 TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2813,44;6132,28;39103,71;110677,00;225961,19;734747,97;984405,41;852515,18;1108238,43;1478570,57;1936299,71;1878168,08;1481699,97;1459904,42;1422346,42;1413262,69;1367598,43;1186000,51;1113684,49;844847,23;1325674,80;1890786,21;2459077,74;1906272,95;1457197,06;1600942,15;1473066,90;1621570,68;1480457,41;1245646,90;1133735,01;954534,36;1346120,77;1555213,44;1888624,85;1669788,16;1332434,26;1347017,06;1265047,31;1327143,33;1304418,35;1495277,86;1330630,32;1147547,93;1712125,65;2008064,82;2063061,46;1471664,80;1186773,31;1300546,14;1316373,13;1361610,64;1323777,71;1314691,13;1094381,34;1033711,60;1402917,38;1427689,70;1494775,01;1685370,93;1656893,70;1420841,14;1416792,66;1383355,31;1252369,61;1178466,68;1283555,19;1191974,22;1491245,27;1509812,70;1671037,84;1509058,32;1314048,68;1364456,35;1370612,35;1470763,98;1263871,03;1115310,29;1022576,87;885430,82;1203712,11;1387036,59;1737509,30;1685894,60;1374586,92;1363351,46;1342002,11;1357437,08;1396335,17;1362150,61;1085945,97;886226,34;1345390,23;1679694,21;1723871,76;1476586,03;1293415,50;1110807,94;1094430,71;1128061,18;1095119,04;1028685,87;980375,06;991855,59;1372622,38;1429069,20;1512987,15;1635579,55;1313336,14;1171387,08;1131807,96;1138865,12;1055597,64;1010565,29;883155,14;899970,77;1540980,18;1794965,69;1891431,73;1643519,46;1376450,59;1435700,19;1367997,42;1400063,15;1263837,68;1135691,92;983001,56;831540,94;1145330,64;1531736,64;1833016,01;1685069,50;1581873,96;1361530,02;1251734,31;1253411,21;1181973,19;1148894,80;1101194,71;1109717,46;1547598,49;1569752,93;1575203,58;1383934,61;1167484,28;1346117,46;1392797,31;1380038,42;1246654,45;1107317,96;947705,61;904835,34;1017961,78;564292,02;417115,63;353257,98;387309,98;445169,69;417031,07;462250,93;347236,20;307878,95;373464,83;309112,39;238336,09;204921156,44
"0303150017 TRATAMENTO DE DOENCAS DOS ORGAOS GENITAIS MASCULINOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;128,20;173,13;192,30;307,49;567,23;355,33;895,38;692,99;384,60;690,45;760,36;716,15;464,72;511,38;703,53;370,19;531,37;201,93;925,00;711,74;524,01;734,89;652,01;350,41;548,28;440,91;493,09;793,04;516,78;960,90;493,56;552,34;506,19;464,85;881,41;747,16;555,30;471,17;269,24;408,24;639,43;953,80;689,75;471,90;645,59;387,01;336,55;617,53;635,37;674,52;982,42;826,46;815,24;437,50;528,76;487,61;732,32;418,31;607,81;819,72;731,69;984,11;811,72;772,54;760,72;755,67;1093,05;738,92;866,31;626,03;1132,10;901,23;694,39;616,18;794,54;387,35;1210,06;1118,81;888,15;1082,82;859,07;870,70;965,17;991,68;894,12;1224,71;1203,52;1081,68;777,56;832,30;866,83;573,54;1073,94;950,44;1032,03;644,49;579,86;1374,24;398,53;684,11;785,94;366,13;550,74;950,96;1050,56;756,76;824,97;1293,00;1017,44;1115,40;1650,35;1301,56;979,23;923,59;1437,70;1580,36;2226,04;1399,34;969,62;1400,21;2303,81;1832,79;1602,09;793,73;1970,35;1423,04;2280,50;1355,38;2976,18;1746,04;2359,96;4482,43;2454,07;3158,46;1689,49;2417,89;2980,99;3273,00;2622,56;2432,17;2411,91;2606,46;3630,38;3616,66;3256,32;2879,60;3014,58;3800,86;4272,63;2474,15;964,67;1977,30;1101,10;3421,05;2052,55;2874,97;3432,80;2746,34;1872,97;2474,84;1939,83;1419,18;562,05;196737,79
"0303150025 TRATAMENTO DE DOENCAS GLOMERULARES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;631,52;611,95;927,71;4319,88;15926,06;29081,55;23994,15;28018,67;29393,45;38276,55;31527,30;45892,34;33285,50;36326,03;29243,51;25614,92;24704,34;22207,11;22827,22;27747,20;27699,66;26657,71;36814,83;50652,37;39510,49;36091,93;27177,96;29205,74;27770,13;30681,30;26739,42;30758,32;30918,93;29661,26;30125,97;35076,41;46550,66;42379,57;29842,47;30040,34;22027,64;27426,39;26244,04;30254,56;24942,09;30590,38;36213,71;44485,03;41637,97;32902,24;33866,28;24432,04;19642,42;24453,96;27978,05;30480,95;24386,40;25709,67;18423,27;26246,11;25687,34;29381,04;23861,95;23883,57;19072,58;17597,16;20771,63;20272,39;26290,20;25901,36;25368,30;37442,17;37610,30;37761,06;27436,82;35301,81;28028,41;30898,93;25756,87;30667,28;28169,48;32015,95;28573,39;47275,74;53013,26;45770,23;36447,55;27116,14;27784,48;28598,43;24655,40;29332,07;21983,38;22185,96;25271,59;34481,35;41620,14;27493,02;29937,65;25802,15;23045,35;24291,37;25906,22;28101,76;33029,90;27891,72;31507,93;37450,51;50605,80;31792,77;34879,08;27936,72;22945,42;29618,09;22441,11;29302,08;22727,13;26190,67;29551,14;34277,65;34769,60;35005,85;22913,70;18921,13;19846,57;19760,92;17081,23;23701,97;22865,25;25131,87;24218,64;29524,44;32449,80;20075,14;22227,06;18441,00;17512,87;16088,68;20385,12;20220,69;22104,05;18218,51;20799,22;29032,24;29293,30;25893,30;21740,25;19790,90;17195,47;25104,61;16912,78;13504,87;10346,52;7421,91;15009,95;17530,72;19506,52;22471,17;23947,87;16840,85;12999,96;22413,67;12276,77;6327,00;4395090,52
"0303150033 TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;579,66;786,63;1685,29;4627,54;7199,58;6588,52;4328,15;3790,16;5197,44;3824,85;6778,76;9130,00;5735,28;8548,78;8467,28;7514,13;8195,28;4659,13;9844,69;6097,79;8757,32;7916,79;6920,14;6365,60;10148,13;9711,59;4673,22;3828,25;8458,11;5367,19;8601,00;7652,04;8041,31;7029,22;4770,95;9524,61;5968,01;8358,04;11256,25;10713,53;9406,58;11514,56;8347,31;6806,76;7494,23;7838,25;8420,33;6453,24;6509,02;10761,67;4970,19;7937,03;6638,49;10182,41;10599,37;7868,44;14137,96;8103,00;12816,97;7149,01;6813,15;13170,45;11055,42;9387,64;9368,24;8661,30;10463,25;9811,44;10329,06;9523,67;9351,79;10611,85;8881,87;12860,22;11961,22;10387,36;11292,28;12335,18;13528,91;17904,72;13889,07;15242,30;13556,91;14527,55;15002,53;15823,58;17925,99;18864,38;18490,05;14517,21;16699,66;17133,60;18593,07;14645,31;18263,10;14476,53;13394,41;18310,04;13995,72;14026,33;13218,43;10927,80;15019,68;12897,57;16226,71;13331,07;12108,73;14993,23;16413,46;15783,44;19085,96;13512,15;16353,06;16849,60;22292,02;19198,21;18017,55;18840,66;16508,30;18911,52;15429,06;18225,30;22581,56;15358,19;20778,72;12516,45;16860,66;21458,07;19783,50;20081,85;21303,89;26914,23;21272,26;21008,27;20324,26;19317,20;17762,66;22839,06;17834,25;18401,14;23461,45;18773,09;20411,62;23989,54;26675,35;26096,70;23989,26;16555,49;25337,94;20013,34;18339,50;10632,00;12243,26;15061,11;20095,33;19052,45;19628,74;22067,59;20507,05;18951,32;18919,55;11339,67;6411,64;2125764,14
